Lieferant;Name des Lieferanten;Straße;Lnd;PLZ;Ort;Gruppe;Suchbegriff;S;SF;LöVm;CPD-Konto;EkOr;Bezeichnung;ZBed;IncTm;Inco. 2;S_1;L;MindWert;Währ.;Verkäufer;Telefon;EkOr_2;Anzahl
18705;Mobi-Click Vertretung Deutschland;Karl-Liebknecht-Strasse 60;DE;15230;Frankfurt/Oder;1;MOBI-CLICK;;;;;1000;Zentraleinkauf;90;EXW;;;;0;EUR;;;;1
18714;K60 Gitterrost Systeme;Grüner Weg 13;DE;33449;Langenberg;1;K60 GITTER;;;;;1000;Zentraleinkauf;;EXW;;;;0;EUR;;;;1
18739;Messwerkzeuge Baumann e.K.;Lärchenstraße 7;DE;92724;Trabitz;1;MESSWERKZE;;;;;1000;Zentraleinkauf;90;EXW;;;;0;EUR;;;;1
18747;Adolf Würth Gmbh & Co. Kg;Karl-von-Drais-Straße 3;DE;72793;Pfullingen;1;WÜRTH;;;;;1000;Zentraleinkauf;31;DDP;;;;0;EUR;;;;1
18758;Konzept Wasser GmbH;Gartenweg 1;DE;24601;Ruhwinkel;1;KONZEPT WA;;;;;1000;Zentraleinkauf;90;EXW;;;;0;EUR;;;;1
18760;(E) Genan GmbH;Gottlieb-Daimler Straße 34;DE;46282;Dorsten;2;(E) GENAN;;;;;1000;Zentraleinkauf;;;;;;;;;;;1
18782;Olsen Wings a/s;Aarhusvej 52;DK;8300;Odder;1;OLSEN;;;;;1000;Zentraleinkauf;67;EXW;;;;0;EUR;;;;1
18790;Stabilo Werkzeugfachmarkt;Ipsheimer Straße 5;DE;91438;Bad Windsheim;1;STABILO;;;;;1000;Zentraleinkauf;39;;;;;0;EUR;;;;1
18799;Equilex Chemicals BV;Jan van Galenstraat 54;NL;3115;JG Schiedam;1;EQUILEX;;;;;1000;Zentraleinkauf;39;DDP;Hamburg;;;0;EUR;;;;1
18803;IKA-Werke GmbH & Co. KG;Janke & Kunkel Str. 10;DE;79219;STAUFEN;1;IKA;;;;;1000;Zentraleinkauf;;;;;;0;EUR;;;;1
18812;Profiltra B.V.;Meerpaalweg 4;NL;1332 BB;Almere;1;PROFILTRA;;;;;1000;Zentraleinkauf;39;DDP;;;;0;EUR;;;;1
18814;Rapid Group GmbH;Bahnhofstraße 53-55;DE;64560;Riedstadt;1;RAPID;;;;;1000;Zentraleinkauf;67;;;;;0;EUR;;;;1
18824;Oerter GmbH & Co. KG;Gleisdreieck 12a;DE;42651;Solingen;1;OERTER;;;;;1000;Zentraleinkauf;;;;;;0;EUR;;;;1
18836;CITAKU GmbH;Papenbreede 30-32;DE;49152;Bad Essen-Wehrendorf;1;CITAKU;;;;;1000;Zentraleinkauf;1;;;;;0;EUR;Sophie Kleinowski;+49 (0)5472/81 5;;1
18852;Malvern Panalytical GmbH;Nürnberger Str. 113;DE;34123;Kassel;1;MALVERN;;;;;1000;Zentraleinkauf;39;CPT;Hamburg;;;0;EUR;;;;1
18880;Techno-Grafica GmbH;Dieselstr. 1;DE;75236;Kämpfelbach;1;TECHNO-GRA;;;;;1000;Zentraleinkauf;90;EXW;;;;0;EUR;;;;1
18922;IVICT Europe GmbH;Kennedydamm 19;DE;40476;Düsseldorf;1;IVICT;;;;;1000;Zentraleinkauf;39;DDP;;;;0;EUR;;;;1
18923;(E) TAYCA CORPORATION;Nihonbash 3-8-2;JP;;Chuo-ku Tokyo;2;TAYCA;;;;;1000;Zentraleinkauf;;;;;;;;;;;1
18934;SCHNIER Elektrostatik GmbH;Bayernstraße 13;DE;72768;Reutlingen;1;SCHNIER;;;;;1000;Zentraleinkauf;67;;;;;0;EUR;;;;1
18935;Schwer Fittings GmbH;Hans-Schwer-Platz 1;DE;78588;Denkingen;1;SCHWER;;;;;1000;Zentraleinkauf;67;EXW;;;;0;EUR;;;;1
18956;Maass-Handels GmbH;Nikolaus-Otto-Straße 18;DE;22946;Trittau;1;MAASS;;;;;1000;Zentraleinkauf;1;;;;;0;EUR;;;;1
18981;xxx (E) SiliXan GmbH;Theodor-Heuss-Strasse 11a;DE;66130;Saarbrücken;2;SILIXAN;;;;;1000;Zentraleinkauf;;;;;;;;;;;1
18982;(E) VINAVIL S.p.A.;Via Valtellina 63;IT;20159;Milano;2;VINAVIL;;;;;1000;Zentraleinkauf;;;;;;;;;;;1
18983;Schirm GmbH;Halchtersche Straße 33;DE;38304;Wolfenbüttel;2;SCHIRM;;;;;1000;Zentraleinkauf;;;;;;;;;;;1
19011;Omega Engineering Ltd;1 Omega Drive;GB;M445BD;Manchester;1;OMEGA;;;;;1000;Zentraleinkauf;39;DDP;;;;0;EUR;;;;1
19028;BYK-Gardner Gmbh / NICHT VERWENDEN;Lausitzer strasse 8;DE;83538;GERETSRIED;1;BYK/NICHT;;;;;1000;Zentraleinkauf;;;;;;0;EUR;;;;1
19035;WERBE FUNKE;Dreimännerweg 17;DE;2906;Niesky;1;WERBE FUNK;;;;;1000;Zentraleinkauf;;;;;;0;EUR;;;;1
19047;Blue Cube Chemicals Italy srl;Corso Giuseppe Garibaldi, 86;IT;20121;MILANO;1;OLIN ITALI;;;;;1000;Zentraleinkauf;39;FH;;;;0;EUR;;;;1
19050;(E) Rianlon GmbH;Peter-Müller-Str. 3;DE;40468;Düsseldorf;2;(E) RIANLO;;;;;1000;Zentraleinkauf;;;;;;;;;;;1
19056;IbS Seppke GmbH & Co. KG;Unter der Röte 21;DE;35274;Kirchhain;1;IBS SEPPKE;;;;;1000;Zentraleinkauf;39;EXW;;;;0;EUR;;;;1
19068;SFA Drucklufttechnik GmbH;Moorstraße 66;DE;29664;Walsrode;1;SFA;;;;;1000;Zentraleinkauf;67;DAP;;;;0;EUR;;;;1
19076;(E) Ecoatech GmbH;Am Mittleren Moos 48;DE;86167;Augsburg;2;(E) ECOATE;;;;;1000;Zentraleinkauf;;;;;;;;;;;1
19082;Herchenbach Industrial Buildings Gm;Löhestraße 6;DE;53773;Hennef;1;HERCHENBAC;;;;;1000;Zentraleinkauf;1;DAP;;;;0;EUR;;;;1
19086;perisens GmbH;Domacher Straße 3d;DE;85622;Feldkirchen b. München;1;PERISENS;;;;;1000;Zentraleinkauf;;;;;;0;EUR;;;;1
19099;(E) HAGEDORN-NC GmbH;Rheiner Landstrasse 195a;DE;79078;Osnabrück;2;(E) HAGEDO;;;;;1000;Zentraleinkauf;;;;;;;;;;;1
19156;xxxImperial Logistics B.V.;Waalhaven O.Z. 77;NL;3087;BM Rotterdam;1;(L)IMPERIA;;;;;1000;Zentraleinkauf;31;DDP;;;;0;EUR;;;;1
19179;INTEC PROCES SL;;ES;8850;BARCELONA;1;INTEC PROC;;;;;1000;Zentraleinkauf;34;EXW;Barcelona;;;0;EUR;;;;1
19216;WELLCOAT CORROSION TECHNOLOGY CO.;NO 1101-1 SEC 3 FENGLIN RD;TW;0;TAIWAN;1;WELLCOAT*;;;;;1000;Zentraleinkauf;39;EXW;Kaohsiung;;;0;EUR;;;;1
19225;Eschmann Textures;Otto-Neumeister-Str. 17;DE;74196;Neuenstadt a.K.;1;ESCHMANN;;;;;1000;Zentraleinkauf;39;EXW;;;;0;EUR;;;;1
19249;Omega Engineering Limited;One Omega Drive River Bend Techn;GB;M44 5BD;Northbank, Irlam, Manchester;1;OMEGA;;;;;1000;Zentraleinkauf;;;;;;0;EUR;;;;1
19253;xxx (E) IVICT Europe GmbH;Kennedydamm 19;DE;40476;Düsseldorf;2;XXX;;;;;1000;Zentraleinkauf;;;;;;;;;;;1
19254;(E) TAYCA CORPORATION;Tanimachi / Chuo-ku 4-11-6;JP;540-0012;Osaka;2;TAYCA;;;;;1000;Zentraleinkauf;;;;;;;;;;;1
19260;TriOptoTec GmbH;Am Biopark 13;DE;93053;Regensburg;1;TRIOP;;;;;1000;Zentraleinkauf;67;FCA;Regensburg;;;0;EUR;;;;1
19262;Euro-Chemicals B.V.;Postbus 74;NL;7570;AB Oldenzaal;1;(E) EURO-C;;;;;1000;Zentraleinkauf;67;DDP;;;;0;EUR;;;;1
19263;Birla Carbon Italy s.r.l.;Via San Cassiano 140;IT;28069;San Martino di Trecate (NO);1;BIRLA CARB;;;;;1000;Zentraleinkauf;1;DAP;;;;0;EUR;;;;1
19268;Venator Germany GmbH, Titanium Hous;Dr.-Rudolf-Sachtleben-Str. 4;DE;47198;Duisburg;1;VENATOR (U;;;;;1000;Zentraleinkauf;85;DDP;;;;0;EUR;;;;1
19269;Olin Blue Cube;;IT;;;1;OLIN (RG U;;;;;1000;Zentraleinkauf;39;DDP;Hamburg;;;0;EUR;;;;1
19290;Shenzhen Feiyang;8 Feiyang Tech-Park, Longchang Road;CN;518101;Baoan Dist Shenzhen, GD;1;FEIYANG;;;;;1000;Zentraleinkauf;33;DAP;;;;0;USD;;;;1
19291;(E) JNC Corporation IT & Materials;Shin Otemachi Bldg., 2-2-1 Otemachi;JP;100-8105;Tokio;1;JNC;;;;;1000;Zentraleinkauf;39;FH;;;;0;EUR;;;;1
19295;(E) Hemp Black Inc;;US;;;2;(E) ECO6;;;;;1000;Zentraleinkauf;;;;;;;;;;;1
19313;APEC, LTD.;230BEON-GIL,DANWON-GU;KR;15422;KOREA;1;APEC*;;;;;1000;Zentraleinkauf;33;;;;;0;USD;;;;1
19419;UTG CHIMIE;520, Avenue Blaise Pascal;FR;77550;MOISSY CRAMAYEL;1;UTG CHIMIE;;;;;1000;Zentraleinkauf;39;FH;;;;0;EUR;;;;1
19422;(E) Comercial Química Massó S.A.;Viladomat 321 5a Planta;ES;8029;Barcelona;2;PROCHEMA E;;;;;1000;Zentraleinkauf;;;;;;;;;;;1
19429;Keim Additec Surface GmbH;Hugo-Wagener-Str. 9;DE;55481;Kirchberg / Hunsrück;1;KEIM;;;;;1000;Zentraleinkauf;39;DAP;;;;0;EUR;;;;1
19462;ZHUHAI HANDSOME NEW MATERIAL CO.,;Southwest Of Pingwan 1st Road;CN;519000;ZHUHAI CITY;1;HANDSOME;;;;;1000;Zentraleinkauf;39;CIP;Hamburg;;;0;USD;;;;1
19463;DCP International, s.r.o.;Olivova str 2096/4, Nove Mesto;RU;11000;Praha 1;1;DCP INTERN;;;;;1000;Zentraleinkauf;33;DDP;Hamburg;;;0;EUR;;;;1
19479;CAPULUS Medical;Osterbekstrasse 110;DE;22083;Hamburg;1;CAPULUS;;;;;1000;Zentraleinkauf;33;;;;;0;EUR;;;;1
19490;(E) TOLSA S.A. SPAIN;arque Empresarial de las Mercedes C;ES;28022;Madrid;2;TOLSA;;;;;1000;Zentraleinkauf;;;;;;;;;;;1
19519;CES Consulting and Engineering Schu;Siemensstr. 27;DE;71735;Eberdingen;1;CES;;;;;1000;Zentraleinkauf;205;EXW;;;;0;EUR;;;;1
19550;Evonik Operations GmbH;Hettenheuvelweg 37/39;NL;1101;BM AMSTERDAM ZUIDOOST;1;EVONIK NL;;;;;1000;Zentraleinkauf;522;DDP;;;;0;EUR;;;;1
19570;Spezialglastechnik Bayern;Stegner Weg 6;DE;82266;Inning a. Ammersee;1;SPEZIALGLA;;;;;1000;Zentraleinkauf;32;UN;;;;0;EUR;;;;1
19585;Bürohengst GmbH;Wilhelmsfelder Str. 1a;DE;16278;Angermünde;1;BÜROHENGST;;;;;1000;Zentraleinkauf;205;EXW;;;;0;EUR;;;;1
19594;Packando GmbH;Wilhelm-Fressel-Str. 2;DE;21337;Lüneburg;1;PACKANDO;;;;;1000;Zentraleinkauf;39;DDP;;;;0;EUR;;;;1
19625;DF Druckluft-Fachhandel GmbH;Hewlett-Packard-Str. 1;DE;71083;Herrenberg;1;DF;;;;;1000;Zentraleinkauf;;;;;;0;EUR;;;;1
19628;Karl Wörwag Lack- und Farbenfabrik;Kornwestheimer Straße 49;DE;70825;Korntal-Münchingen;1;WÖRWAG;;;;;1000;Zentraleinkauf;39;DDP;;;;0;EUR;;;;1
19649;Industrial Physics;Molenbaan 19;NL;2908;The Netherlands;1;INDUSTRIAL;;;;;1000;Zentraleinkauf;;;;;;0;EUR;;;;1
19700;Köhler Automobiltechnik GmbH;;DE;59558;Lippstadt/Nordrhein-Westfalen;1;KOHLER;;;;;1000;Zentraleinkauf;39;EXW;;;;0;EUR;;;;1
19711;CLiQ SwissTech (Netherlands) B.V.;Zernikepark 6-8;NL;9747;AN Groningen;1;CLIQ;;;;;1000;Zentraleinkauf;39;DAP;;;;0;EUR;;;;1
19731;BASF SE (Additive);E-EDE/LS -J550;DE;67056;Ludwigshafen;1;BASF ADDIT;;;;;1000;Zentraleinkauf;39;DDP;;;;0;EUR;;;;1
19736;Conti Coatings GmbH & Co. KG;Feldstr. 55;DE;46149;Oberhausen;1;CONTI;;;;;1000;Zentraleinkauf;31;;;;;0;EUR;;;;1
19760;(E) Chemours Deutschland GmbH;Dornhofstraße 34;DE;63263;Neu-Isenburg;2;(E) CHEMOU;;;;;1000;Zentraleinkauf;;;;;;;;;;;1
19787;WPC Technologies;7350 S. 6th Street;US;53154;Oak Creek (WI);1;WPC;;;;;1000;Zentraleinkauf;1;CIF;Hamburg;;;0;USD;;;;1
19789;(E) BioCote Ltd.;3 Parade Court, Central Boulevard,;GB;CV64QL;Coventry;2;BIOCOTE;;;;;1000;Zentraleinkauf;;;;;;;;;;;1
19809;ANDREAS MAIER GmbH & Co. KG;Waiblinger Str. 116;DE;70734;Fellbach;1;MAIER;;;;;1000;Zentraleinkauf;;;;;;0;EUR;;;;1
19824;(E) Schwarzwälder Textil-Werke;Aue 3;DE;77773;Schenkelzell;2;(E) SCHWAR;;;;;1000;Zentraleinkauf;;;;;;;;;;;1
19832;APEC, Ltd.;18, Manhae-Ro 230Beon-Gil, Danwon;KR;15422;Ansan-Si, Gyeonggi-Do;1;APEC (DE);;;;;1000;Zentraleinkauf;33;FOB;Korea;;;0;EUR;;;;1
19905;(E) Neville Chemical Company;;US;;;2;NEVILLE;;;;;1000;Zentraleinkauf;;;;;;;;;;;1
19914;(E) INVISTA S.à.r.l.;;GB;;;2;INV NYLON;;;;;1000;Zentraleinkauf;;;;;;;;;;;1
19949;Dimacolor Industry Group;######1#2##2501;CN;;##;1;DIMACOLOR;;;;;1000;Zentraleinkauf;33;CIF;Hamburg, Germany;;;0;EUR;Mark Shegen;13867411688;;1
19976;(E) Ming Zu Europe GmbH;Sontraer Str. 9;DE;60386;Frankfurt;2;(E) MING Z;;;;;1000;Zentraleinkauf;;;;;;;;;;;1
19977;(XXX) DCL Corp. B.V. Netherlands;Sortieweg 39;NL;6219;NT Maastricht;2;(E) DCL;;;;;1000;Zentraleinkauf;;;;;;;;;;;1
19992;xxx(E) Comercial Química Massó S.A.;Viladomat 321 5ª Planta;ES;8029;Barcelona;2;QUIMICA MA;;;;;1000;Zentraleinkauf;;;;;;;;;;;1
20011;Viromed Medical GmbH;Flensburger Straße 18;DE;25421;Pinneberg;1;VIROMED;;;;;1000;Zentraleinkauf;93;EXW;;;;0;EUR;;;;1
20014;polyclean24.de GmbH;Einsteinstraße 8A;DE;48683;Ahaus;1;POLYCLEAN;;;;;1000;Zentraleinkauf;;;;;;0;EUR;;;;1
20061;Vink Chemicals GmbH & Co. KG;Eichenhöhe 29;DE;21255;Kakenstorf;1;VINK;;;;;1000;Zentraleinkauf;39;DAP;;;;0;EUR;;;;1
20084;(E) Astrobio;Via Sandro Pertini 14;IT;21010;Arsago Seprio (VA);2;ASTROBIO;;;;;1000;Zentraleinkauf;;;;;;;;;;;1
20096;(E) Chempoint;13727 Collection Center Dr.;US;60693;Chicago, IL;2;CHEMPOINT;;;;;1000;Zentraleinkauf;;;;;;;;;;;1
20122;Zeya Chemicals B.V.;Kerkenbos 1020B;NL;6546BA;Nijmegen;2;ZEYA;;;;;1000;Zentraleinkauf;;;;;;;;;;;1
20131;(E) Westlake Epoxy;Portpark Buidling 4 – Seattleweg 17;NL;3195ND;Pernis (Rotterdam);2;WESTLAKE;;;;;1000;Zentraleinkauf;;;;;;;;;;;1
20146;XXX AMAZON BUSINESS EU SARL;38, avenue JF Kennedy;LU;1855;LUXEMBOURG;1;AMAZON BUS;;;;;1000;Zentraleinkauf;39;DAP;;;;0;EUR;;;;1
20151;(E) Chromic GmbH;Christinenstraße 3;DE;10119;Berlin;2;CHROMIC;;;;;1000;Zentraleinkauf;;;;;;;;;;;1
20172;(E) Daikin Chemical Europe GmbH;Am Wehrhahn 50;DE;40211;Düsseldorf;2;DAIKIN;;;;;1000;Zentraleinkauf;;;;;;;;;;;1
20177;(E) VESTATIS GmbH;Grüner Deich 1-3;DE;20097;Hamburg;2;(E) VESTAT;;;;;1000;Zentraleinkauf;;;;;;;;;;;1
20178;(E) Jiangxi Sunflex Optical;Chunqi Road, Economic-echnological;CN;336000;Jianxi;2;(E) SUNFLE;;;;;1000;Zentraleinkauf;;;;;;;;;;;1
20286;Writers Corner Berlin;Gleimstrasse 22;DE;10437;Berlin;1;WRITERS;;;;;1000;Zentraleinkauf;;;;;;0;EUR;;;;1
20304;Romaco Pharmatechnik GmbH;Am Heegwald 11;DE;76227;Karlsruhe;1;ROMACO;;;;;1000;Zentraleinkauf;31;DAP;;;;0;EUR;;;;1
20312;Braun Container Handels-GmbH;Georg-Wilhelm-Straße 181;DE;21107;Hamburg;1;BRAUN;;;;;1000;Zentraleinkauf;39;EXW;;;;0;EUR;;;;1
20364;atum 3D;Marconistraat 66a;NL;2809PE;Gouda;1;ATUM;;;;;1000;Zentraleinkauf;;;;;;0;EUR;;;;1
20371;GSA Messgerätebau GmbH;Christinenstr. 3;DE;40880;Ratingen;1;GSA;;;;;1000;Zentraleinkauf;1;DDP;;;;0;EUR;;;;1
20373;Antirutschmatte24.de;Alte Waldstraße 17;DE;57482;Wenden - Hünsborn;1;ANTIRUTSCH;;;;;1000;Zentraleinkauf;31;DAP;;;;0;EUR;;;;1
20375;Kaneka Belgium N.V.;Nijverheidsstraat 16;BE;2260;Westerlo;1;KANEKA BE;;;;;1000;Zentraleinkauf;39;DAP;;;;0;EUR;;;;1
20395;verpackung24 GmbH;Stuttgarter Straße 28;DE;72766;Reutlingen;1;VERPACKUNG;;;;;1000;Zentraleinkauf;;;;;;0;EUR;;;;1
20406;(E) HARKE Germany Services GmbH;Xantener Straße 1;DE;45479;Mülheim an der Ruhr;2;HARKE;;;;;1000;Zentraleinkauf;;;;;;;;;;;1
20421;ISHIHARA SANGYO KAISHA, LTD.;Edobori 1-chome, Nishi-ku 3-15;JP;550-0002;Osaka;2;ISHIHARA S;;;;;1000;Zentraleinkauf;;;;;;;;;;;1
20446;Münzing Micro Technologies GmbH;Dr. Bergius Str. 16-24;DE;6729;Elsteraue;1;MÜNZING MI;;;;;1000;Zentraleinkauf;39;DDP;;;;0;EUR;;;;1
20507;Reinert Kunststofftechnik GmbH & Co;Stahlbrunnstr. 21;DE;73266;Bissingen an der Teck;2;REINERT;;;;;1000;Zentraleinkauf;;;;;;;;;;;1
20535;(E) MESSEN / SEMINARE;;DE;;;2;(E) MESSEN;;;;;1000;Zentraleinkauf;;;;;;;;;;;1
20547;(E) Asahi Kasei Europe GmbH;Fringsstraße 17;DE;40221;Düsseldorf;2;ASAHI KASE;;;;;1000;Zentraleinkauf;;;;;;;;;;;1
20566;(E) Novapura AG;Blegistrasse 1;CH;6343;Rotkreuz;2;(E) NOVAPU;;;;;1000;Zentraleinkauf;;;;;;;;;;;1
20586;Galata Chemicals GmbH;Chemiestrasse 22;DE;68623;Lampertheim;1;GALATA;;;;;1000;Zentraleinkauf;39;CIP;Hamburg;;;0;EUR;;;;1
20593;(E) BeDimensional S.p.A.;Lungotorrente Secca 30R;IT;16163;Genova;2;BEDIMENSIO;;;;;1000;Zentraleinkauf;;;;;;;;;;;1
20633;PPT GmbH & Co. KG;Basler Str. 65;DE;79100;Freiburg;1;PPT;;;;;1000;Zentraleinkauf;67;;;;;0;EUR;;;;1
20640;(E) ceronas GmbH & Co.KG;Hugo-Wagener-Straße 3;DE;55481;Kirchberg;2;CERONAS;;;;;1000;Zentraleinkauf;;;;;;;;;;;1
20649;Klebeshop24 GmbH & Co. KG;Schönbornsluster Straße 4;DE;56070;Koblenz;1;KLEBESHOP2;;;;;1000;Zentraleinkauf;31;FH;;;;0;EUR;;;;1
20660;AD Chemicals;Markweg Zuid 27;NL;4794SN;Heijningen;1;AD CHEMICA;;;;;1000;Zentraleinkauf;39;DAP;;;;0;EUR;;;;1
20671;Styles Logistics, Inc.;30 Airway Drive, Suite 2;US;12540;Lagrangeville, NY;1;SKYGEEK;;;;;1000;Zentraleinkauf;;FH;;;;0;EUR;;;;1
20734;Office Partner GmbH;Schlesierring 35;DE;48712;Gescher;1;OFFICE;;;;;1000;Zentraleinkauf;;;;;;0;EUR;;;;1
20764;(E) Incorez Ltd;Miller Street;GB;PR11EA;Preston, Lancashire;2;INCORREZ;;;;;1000;Zentraleinkauf;;;;;;;;;;;1
20765;GHM Messtechnik GmbH;Kiebitzhörn 18;DE;22885;Barsbüttel;1;GHM (MARTE;;;;;1000;Zentraleinkauf;4;;;;;0;EUR;;;;1
20781;HALARIT Composites GmbH;Helmut-Nack-Str. 6d;DE;21035;Hamburg;1;HALARIT;;;;;1000;Zentraleinkauf;;;;;;0;EUR;;;;1
20797;BB-Verpackungen GmbH;Brendelweg 167;DE;27755;Delmenhorst;1;BB;;;;;1000;Zentraleinkauf;67;DDP;;;;0;EUR;Jana Helms;0421 878309541;;1
20801;(E) Anhui Black Cat Material Scienc;Xinzhan High-tech Industrial Develo;CN;230000;Hefei, Anhui;2;BLACK CAT;;;;;1000;Zentraleinkauf;;;;;;;;;;;1
20880;Zanders-Prüfblechlogistik OHG;Liebigstrasse 22;DE;42719;Solingen;1;ZANDERS;;;;;1000;Zentraleinkauf;39;DAP;;;;0;EUR;Andrea Wojak;;;1
20894;Tiarco Chemical Europe GmbH;Am Gut Baarking 12;DE;46395;Bocholt;1;TIARCO;;;;;1000;Zentraleinkauf;39;DAP;Hamburg;;;0;EUR;;;;1
20897;(E) Gifu Shellac Manufacturing Co.,;Higashi-Uzura 1-41;JP;500-8618;Gifu;2;GIFU SHELL;;;;;1000;Zentraleinkauf;;;;;;;;;;;1
20923;Struers GmbH;Carl-Friedrich-Benz-Str. 5;DE;47877;Willich-Münchheide;1;STRUERS;;;;;1000;Zentraleinkauf;;;;;;0;EUR;;;;1
20932;UNI-Fördertechnik GmbH;Peiner Straße 221;DE;38229;Salzgitter;1;UNI-FÖRDER;;;;;1000;Zentraleinkauf;4;EXW;Salzgitter;;;0;EUR;;;;1
20944;Steinbach AG;Westerfeldstraße 32-42;DE;32758;Detmold;1;STEINBACH;;;;;1000;Zentraleinkauf;;;;;;0;EUR;;;;1
20979;Mammut Filter GmbH;Bonifaciusring 24;DE;45309;Essen;1;MAMMUT;;;;;1000;Zentraleinkauf;;;;;;0;EUR;;;;1
20984;(E) nanoSaar AG;Würmstraße 4;DE;82319;Starnberg;1;NANO;;;;;1000;Zentraleinkauf;39;DDP;;;;0;EUR;;;;1
20994;CTA GmbH;Voithstraße 1;DE;71640;Ludwigsburg;1;CTA;;;;;1000;Zentraleinkauf;39;;;;;0;EUR;;;;1
20998;Daicel (Europe) GmbH;Am Prime Parc 9;DE;65479;Raunheim;1;DAICEL;;;;;1000;Zentraleinkauf;34;DDP;;;;0;EUR;;;;1
21022;Oskar Nolte GmbH;Im Obrock 55-61;DE;32278;Kirchlengern;1;OSKAR NOLT;;;;;1000;Zentraleinkauf;39;FH;;;;0;EUR;;;;1
21033;Billions Europe Ltd;Winder House, Kingfisher Way;GB;TS18 3EX;Stockton-On-Tees;1;LOMON BILL;;;;;1000;Zentraleinkauf;39;DDP;;;;0;EUR;;;;1
21070;(E) LKAB Minerals GmbH;Am EUROPA-CENTER 1a;DE;45145;Essen;2;LKAB;;;;;1000;Zentraleinkauf;;;;;;;;;;;1
21081;(E) Kelling & Walker Limited;Whieldon Road;GB;ST4 4JA;Stoke-on-Trent;2;(E) KELLIN;;;;;1000;Zentraleinkauf;;;;;;;;;;;1
21083;(E) Hangzhou Black Horse New;;CN;;;2;(E) BLACK;;;;;1000;Zentraleinkauf;;;;;;;;;;;1
21103;(E) Magnesia GmbH;Max-Jenne-Straße 2-4;DE;21337;Lüneburg;2;MAGNESIA;;;;;1000;Zentraleinkauf;;;;;;;;;;;1
21107;(E) CINIC Chemicals Europe Sàrl;Croisée Des Lys 9;FR;68300;Saint Louis;2;CINIC;;;;;1000;Zentraleinkauf;;;;;;;;;;;1
21149;(E) Metall-Chemie GmbH & Co. KG;Sonninhof, Sonninstrasse 24;DE;20097;Hamburg;2;METALL-CHE;;;;;1000;Zentraleinkauf;;;;;;;;;;;1
21203;Hefei Sunrise Aluminium Pigments;##########18#;CN;;##;1;#### XUYAN;;;;;1000;Zentraleinkauf;;;;;;0;CNY;;;;1
21205;(L) Oskar Nolte GmbH;Im Obrock 55 - 61;DE;32278;Kirchlengern;1;NOLTE;;;;;1000;Zentraleinkauf;;;;;;0;EUR;;;;1
21231;FRANTOS GmbH & Co. KG;Friedrich-Schüle-Straße 15;DE;85622;Feldkirchen;1;FRANTOS;;;;;1000;Zentraleinkauf;;;;;;0;EUR;;;;1
21280;TexCorner UG;Bahnhofstr. 1;DE;31275;Lehrte;1;TEXCORNER;;;;;1000;Zentraleinkauf;;;;;;0;EUR;;;;1
21288;(E) Ink Invent BV;Twentehaven 5;NL;3433;PT Nieuwegein;2;(E) INK IN;;;;;1000;Zentraleinkauf;;;;;;;;;;;1
21372;L-Tec parts for painting GmbH;Werner-Heisenberg-Straße 21-23;DE;64823;Groß-Umstadt;1;L-TEC;;;;;1000;Zentraleinkauf;31;;;;;0;EUR;;;;1
21390;(E) Handai Chemical Co.,Ltd;1976 Gao Ke Road;CN;201203;Shanghai;2;HANDAI;;;;;1000;Zentraleinkauf;;;;;;;;;;;1
21399;Van Loon Chemical Inovations;Science Park 301;NL;1098XH;Amsterdam;1;VAN LOON C;;;;;1000;Zentraleinkauf;67;;;;;0;EUR;;;;1
21419;(E) ARALON COLOR GmbH;Auf der Birke 9;DE;56412;Heiligenroth;2;(E) ARALON;;;;;1000;Zentraleinkauf;;;;;;;;;;;1
21422;Frank Berg industrial supplies BV;p.o. box 488;NL;2600 AL;Delft;1;BERG;;;;;1000;Zentraleinkauf;;;;;;0;EUR;;;;1
21435;(E) Nabaltec AG;Alustraße 50-52;DE;92421;Schwandorf;2;NABALTEC;;;;;1000;Zentraleinkauf;;;;;;;;;;;1
21437;Opsytec Dr. Gröbel GmbH;Am Hardtwald 6-8;DE;76275;Ettlingen;1;OPSYTEC;;;;;1000;Zentraleinkauf;;EXW;;;;0;EUR;;;;1
21450;B2B Partner GmbH;Im Gewerbepark C25;DE;93059;Regensburg;1;B2B;;;;;1000;Zentraleinkauf;;;;;;0;EUR;;;;1
21462;Sonntag Handels GmbH & Co. KG;Schmiedeweg 4;DE;51789;Lindlar;1;HAWEGO;;;;;1000;Zentraleinkauf;31;DDP;;;;0;EUR;;;;1
21471;Udo Bär GmbH;Schifferstraße 80;DE;47059;Duisburg;1;UDO;;;;;1000;Zentraleinkauf;;;;;;0;EUR;;;;1
21479;Agilent Technologies GmbH;Hewlett-Packard-Str 8;DE;76337;Waldbronn;1;AGILENT;;;;;1000;Zentraleinkauf;39;;;;;0;EUR;;;;1
21537;(E) Radiant Color NV;Europark 1046;BE;3530;Houthalen;2;(E) RADIAN;;;;;1000;Zentraleinkauf;;;;;;;;;;;1
21539;ASUP GmbH;Beckedorfer Bogen 18;DE;21218;Seevetal;1;ASUP GMBH;;;;;1000;Zentraleinkauf;1;;;;;0;EUR;;;;1
21546;RSI TestSysteme GmbH & Co.KG;Ferdinand-Henze-Straße 3;DE;33154;Salzkotten;1;RSI;;;;;1000;Zentraleinkauf;516;EXW;;;;0;EUR;Yannick Rüsing;05258/991331-5;;1
